accNumber,N_Mvt,Journal,Date,Piece_Number,S,Reference,Debit,Credit,Total
4216110000,4771,A,2021-02-08 00:00:00,1926,B,ARAL 1501033917 01/21,,"359,89",
4216110000,4840,BLU05,2021-03-09 00:00:00,1146,B,ARAL 1501040728,"69,47",NaN,"69,47"
4216110000,4827,A,2021-02-28 00:00:00,1941,B,ARAL 1501040728,,"69,47",
4216110000,4889,BLU05,2021-04-09 00:00:00,1161,B,ARAL 1501047619,"321,21",NaN,"321,21"
4216110000,4881,A,2021-03-31 00:00:00,1960,B,ARAL 1501047619,,"321,21",
4216110000,4945,BLU05,2021-05-10 00:00:00,1175,B,ARAL 1501054633,"382,26",NaN,"382,26"
4216110000,4931,A,2021-04-30 00:00:00,1976,B,ARAL 1501054633,,"382,26",
4216110000,4997,BLU05,2021-06-09 00:00:00,1190,B,ARAL,"444,69",NaN,"444,69"
4216110000,4987,A,2021-05-31 00:00:00,1999,B,ARAL,,"444,69",
4216110000,,,,,,Compte soldé,"1 686,94","1 686,94",NaN
4216110000,4978,A,2021-06-24 00:00:00,1990,B,BELE SARL 20210027,NaN,"1 076,40","-1 076,40"
4216110000,,,,,,Solde compte créditeur,NaN,"1 076,40","-1 076,40"
4216110000,4729,BLU05,2021-01-25 00:00:00,1122,B,BREGER FRERES 21010723,"60,41",NaN,"60,41"
4216110000,4699,A,2021-01-15 00:00:00,1905,B,BREGER FRERES 21010723,,"60,41",
4216110000,4841,BLU05,2021-03-10 00:00:00,1147,B,BREGER FRERES 21030107,"166,14",NaN,"166,14"
4216110000,4825,A,2021-03-02 00:00:00,1939,B,BREGER FRERES 21030107,,"166,14",
4216110000,,,,,,Compte soldé,"226,55","226,55",NaN
4216110000,4714,CS,2021-01-29 00:00:00,1112,B,CAISSE FOURNISSEUR,"38,95",NaN,"38,95"
4216110000,4708,A,2021-01-29 00:00:00,1914,B,CAISSE FOURNISSEUR,,"38,95",
4216110000,4783,CS,2021-02-02 00:00:00,1126,B,CAISSE FOURNISSEUR baumarkt,"9,39",NaN,"9,39"
4216110000,4783,CS,2021-02-02 00:00:00,1126,B,CAISSE FOURNISSEUR parking,"8,00",NaN,"17,39"
4216110000,4780,A,2021-02-28 00:00:00,1935,B,CAISSE FOURNISSEUR baumarkt,NaN,"9,39","8,00"
4216110000,4781,A,2021-02-28 00:00:00,1936,B,CAISSE FOURNISSEUR parking,,"8,00",
4216110000,4992,CS,2021-06-16 00:00:00,1186,B,CAISSE FOURNISSEUR,"24,60",NaN,"24,60"
4216110000,4989,A,2021-06-30 00:00:00,2001,B,CAISSE FOURNISSEUR,,"24,60",
4216110000,,,,,,Compte soldé,"80,94","80,94",NaN
4216110000,5000,BLU05,2021-06-11 00:00:00,1192,B,CLEAN-CENTER 2104392,"153,89",NaN,"153,89"
4216110000,4982,A,2021-06-10 00:00:00,1994,B,CLEAN-CENTER 2104392,,"153,89",
4216110000,,,,,,Compte soldé,"153,89","153,89",NaN
4216110000,4787,BLU05,2021-02-04 00:00:00,1128,B,DOUANES&ACCISES NN0504,"75,00",NaN,"75,00"
4216110000,4774,A,2021-01-27 00:00:00,1929,B,DOUANES&ACCISES NN0504,,"75,00",
4216110000,4949,BLU05,2021-05-17 00:00:00,1179,B,DOUANES NN0502,"90,00",NaN,"90,00"
4216110000,4949,BLU05,2021-05-17 00:00:00,1179,B,DOUANES&ACCISES NN0500,"90,00",NaN,"180,00"
4216110000,4933,A,2021-05-12 00:00:00,1978,B,DOUANES NN0502,NaN,"90,00","90,00"
4216110000,4934,A,2021-05-12 00:00:00,1979,B,DOUANES&ACCISES NN0500,,"90,00",
4216110000,,,,,,Compte soldé,"255,00","255,00",NaN
4216110000,4785,BLU05,2021-02-01 00:00:00,1126,B,DUD11-12/2020,"532,82",NaN,"532,82"
4216110000,4785,BLU05,2021-02-01 00:00:00,1126,B,11-12/2020,"578,82",NaN,"1 111,64"
4216110000,4775,A,2021-01-27 00:00:00,1930,B,DUDELANGE  VILLE 11-12/2020,NaN,"578,82","532,82"
4216110000,4776,A,2021-01-27 00:00:00,1931,B,DUDELANGE  VILLE 11-12/2020,,"532,82",
4216110000,4886,BLU05,2021-04-01 00:00:00,1158,B,DUDELANGE  VILLE 01-02/2021 AC...,"394,82",NaN,"394,82"
4216110000,4886,BLU05,2021-04-01 00:00:00,1158,B,DUDELANGE  VILLE 01-02/2021 AC...,"578,82",NaN,"973,64"
4216110000,4883,A,2021-03-10 00:00:00,1962,B,DUDELANGE  VILLE 01-02/2021 AC...,NaN,"394,82","578,82"
4216110000,4884,A,2021-03-10 00:00:00,1963,B,DUDELANGE  VILLE 01-02/2021 AC...,,"578,82",
4216110000,4942,BLU05,2021-05-03 00:00:00,1172,B,DUDELANGE  VILLE ORD.MENAG.,"511,32",NaN,"511,32"
4216110000,4939,A,2021-05-10 00:00:00,1984,B,DUDELANGE  VILLE 03-04,NaN,"624,82","-113,50"
4216110000,4940,A,2021-05-10 00:00:00,1985,B,DUDELANGE  VILLE ORD.MENAG.,NaN,"511,32","-624,82"
4216110000,4993,BLU05,2021-06-01 00:00:00,1186,B,DUDELANGE  VILLE 03-04,"624,82","624,82",
4216110000,,,,,,Compte soldé,"3 221,42","3 221,42",NaN
4216110000,4725,BLU05,2021-01-18 00:00:00,1118,B,ENGELBERT STRAUSS 151315320,"56,63",NaN,"56,63"
4216110000,4703,A,2021-01-11 00:00:00,1909,B,ENGELBERT STRAUSS 151315320,,"56,63",
4216110000,,,,,,Compte soldé,"56,63","56,63",NaN
4216110000,5015,AN,2021-01-01 00:00:00,40,S,ENOVOS 10.2019-10.2020 DCPTE,NaN,"301,60","-301,60"
4216110000,5015,AN,2021-01-01 00:00:00,40,S,ENOVOS 11+12/2020,NaN,"123,54","-425,14"
4216110000,4726,BLU05,2021-01-20 00:00:00,1119,B,ENOVOS 429350396 11-12/20,"48,60",NaN,"-376,54"
4216110000,4726,BLU05,2021-01-20 00:00:00,1119,B,ENOVOS,"301,60",NaN,"-74,94"
4216110000,4702,A,2021-01-14 00:00:00,1908,B,ENOVOS 429350396 11-12/20,NaN,"48,60","-123,54"
4216110000,4732,BLU05,2021-01-31 00:00:00,1125,B,ENOVOS11/2020-12/2020,"123,54","123,54",
4216110000,4890,BLU05,2021-04-12 00:00:00,1162,B,ENOVOS 01-2/2021 429525367,"48,60",NaN,"48,60"
4216110000,4892,BLU05,2021-04-16 00:00:00,1164,B,ENOVOS,"123,54",NaN,"172,14"
4216110000,4879,A,2021-03-14 00:00:00,1958,B,ENOVOS 01-2/2021 429525367,NaN,"48,60","123,54"
4216110000,5011,A,2021-04-30 00:00:00,2002,B,ENOVOS,,"123,54",
4216110000,4949,BLU05,2021-05-17 00:00:00,1179,B,ENOVOS 3-4/2021 429744722,"48,60",NaN,"48,60"
4216110000,4935,A,2021-05-14 00:00:00,1980,B,ENOVOS 3-4/2021 429744722,,"48,60",
4216110000,5012,A,2021-05-31 00:00:00,2003,B,ENOVOS,NaN,"123,54","-123,54"
4216110000,4956,BLU05,2021-05-31 00:00:00,1185,B,ENOVOS 11+12/2020,"123,54","123,54",
4216110000,,,,,,Compte soldé,"818,02","818,02",NaN
4216110000,5015,AN,2021-01-01 00:00:00,40,S,FABER FIDUCIAIRE 2006905,NaN,"111,15","-111,15"
4216110000,4720,BLU05,2021-01-05 00:00:00,1113,B,FABER FIDUCIAIRE 2006905,"111,15","111,15",
4216110000,4765,A,2021-02-22 00:00:00,1921,B,FABER FIDUCIAIRE 2101004,NaN,"863,79","-863,79"
4216110000,4844,BLU05,2021-03-15 00:00:00,1150,B,FABER FIDUCIAIRE 2101004,"863,79","863,79",
4216110000,4897,BLU05,2021-04-27 00:00:00,1169,B,FABER FIDUCIAIRE 2102675,"778,05",NaN,"778,05"
4216110000,4874,A,2021-04-23 00:00:00,1953,B,FABER FIDUCIAIRE 2102675,,"778,05",
4216110000,,,,,,Compte soldé,"1 752,99","1 752,99",NaN
4216110000,4900,A,2021-01-31 00:00:00,1964,B,FEDERATION DES ARTISANS,NaN,"128,70","-128,70"
4216110000,4901,A,2021-02-28 00:00:00,1965,B,FEDERATION DES ARTISANS,NaN,"128,70","-257,40"
4216110000,4846,BLU05,2021-03-19 00:00:00,1152,B,FEDERATION DES ARTISANS,"128,70",NaN,"-128,70"
4216110000,4902,A,2021-03-31 00:00:00,1966,B,FEDERATION DES ARTISANS,NaN,"128,70","-257,40"
4216110000,4886,BLU05,2021-04-01 00:00:00,1158,B,FEDERATION DES ARTISANS,"128,70",NaN,"-128,70"
4216110000,4898,BLU05,2021-04-29 00:00:00,1170,B,FEDERATION DES ARTISANS,"128,70","128,70",
4216110000,4947,BLU05,2021-05-12 00:00:00,1177,B,FEDERATION DES ARTISANS COTIS....,"754,00",NaN,"754,00"
4216110000,4955,BLU05,2021-05-28 00:00:00,1184,B,FEDERATION DES ARTISANS,"128,70",NaN,"882,70"
4216110000,4937,A,2021-04-05 00:00:00,1982,B,FEDERATION DES ARTISANS COTIS....,NaN,"754,00","128,70"
4216110000,4951,A,2021-05-24 00:00:00,1986,B,FEDERATION DES ARTISANS,,"128,70",
4216110000,,,,,,Compte soldé,"1 268,80","1 268,80",
4216110000,4720,BLU05,2021-01-05 00:00:00,1113,B,FELTEN-STEIN 2100465,NaN,NaN,"144,34"
4216110000,4706,A,2021-01-04 00:00:00,1912,B,FELTEN-STEIN 2100465,,"144,34",
4216110000,4787,BLU05,2021-02-04 00:00:00,1128,B,FELTEN-STEIN 2100825 02/21,NaN,NaN,"144,34"
4216110000,4772,A,2021-02-01 00:00:00,1927,B,FELTEN-STEIN 2100825 02/21,,"144,34",
4216110000,4841,BLU05,2021-03-10 00:00:00,1147,B,FELTEN-STEIN 2101205,NaN,NaN,"144,34"
4216110000,4826,A,2021-03-01 00:00:00,1940,B,FELTEN-STEIN 2101205,,"144,34",
4216110000,4888,BLU05,2021-04-07 00:00:00,1160,B,FELTEN-STEIN 2101669,NaN,NaN,"144,34"
4216110000,4882,A,2021-04-01 00:00:00,1961,B,FELTEN-STEIN 2101669,,"144,34",
4216110000,4943,BLU05,2021-05-05 00:00:00,1173,B,FELTEN-STEIN,NaN,NaN,"144,34"
4216110000,4938,A,2021-05-03 00:00:00,1983,B,FELTEN-STEIN,,"144,34",
4216110000,4994,BLU05,2021-06-02 00:00:00,1187,B,FELTEN-STEIN 2102736,NaN,NaN,"144,34"
4216110000,4981,A,2021-06-01 00:00:00,1993,B,FELTEN-STEIN 2102736,,"144,34",
4216110000,,,,,,Compte soldé,"866,04","866,04",
4216110000,5015,AN,2021-01-01 00:00:00,40,S,FONDS GESTION COTISATIONS ARTI...,NaN,"804,08","-804,08"
4216110000,4890,BLU05,2021-04-12 00:00:00,1162,B,FONDS GESTION COTISATIONS ARTI...,,,
4216110000,,,,,,Compte soldé,"804,08","804,08",
4216110000,4728,BLU05,2021-01-22 00:00:00,1121,B,Idea 2020000430,NaN,NaN,"124,87"
4216110000,4717,A,2021-01-22 00:00:00,1916,B,Idea 2020000430,,"124,87",
4216110000,,,,,,Compte soldé,"124,87","124,87",
4216110000,4730,BLU05,2021-01-27 00:00:00,1123,B,LANGEHEGERMANN,NaN,NaN,"249,96"
4216110000,4697,A,2021-01-21 00:00:00,1903,B,LANGEHEGERMANN,,"249,96",
4216110000,4787,BLU05,2021-02-04 00:00:00,1128,B,LANGEHEGERMANN 00090/21,NaN,NaN,"108,93"
4216110000,4773,A,2021-02-02 00:00:00,1928,B,LANGEHEGERMANN 00090/21,,"108,93",
4216110000,,,,,,Compte soldé,"358,89","358,89",
4216110000,5001,BLU05,2021-06-14 00:00:00,1193,B,LOREY COMPUTER 210999,NaN,NaN,"415,00"
4216110000,4983,A,2021-06-07 00:00:00,1995,B,LOREY COMPUTER 210999,,"415,00",
4216110000,,,,,,Compte soldé,"415,00","415,00",
4216110000,4730,BLU05,2021-01-27 00:00:00,1123,B,POST 40484839906011 12/2020,NaN,NaN,"149,47"
4216110000,4698,A,2021-01-06 00:00:00,1904,B,POST 40484839906011 12/2020,,"149,47",
4216110000,4798,BLU05,2021-02-19 00:00:00,1139,B,POST 01/2021,NaN,NaN,"149,47"
4216110000,4777,A,2021-02-03 00:00:00,1932,B,POST 01/2021,,"149,47",
4216110000,4847,BLU05,2021-03-24 00:00:00,1153,B,POST 02/2021 40484839903031,NaN,NaN,"149,47"
4216110000,4828,A,2021-03-03 00:00:00,1942,B,POST 02/2021 40484839903031,,"149,47",
4216110000,4895,BLU05,2021-04-23 00:00:00,1167,B,POST 03/2021 40484839907041,NaN,NaN,"150,63"
4216110000,4878,A,2021-04-07 00:00:00,1957,B,POST 03/2021 40484839907041,,"150,63",
4216110000,4952,BLU05,2021-05-21 00:00:00,1181,B,POST 04/2021 9905051,NaN,NaN,"161,47"
4216110000,4927,A,2021-05-05 00:00:00,1972,B,POST 04/2021 9905051,,"161,47",
4216110000,5005,BLU05,2021-06-22 00:00:00,1197,B,POST 40484839907061,NaN,NaN,"161,47"
4216110000,4988,A,2021-05-31 00:00:00,2000,B,POST 40484839907061,,"161,47",
4216110000,,,,,,Compte soldé,"921,98","921,98",
4216110000,4729,BLU05,2021-01-25 00:00:00,1122,B,ROBIN 358675,NaN,NaN,"30,12"
4216110000,4701,A,2021-01-15 00:00:00,1907,B,ROBIN 358675,,"30,12",
4216110000,4949,BLU05,2021-05-17 00:00:00,1179,B,ROBIN 371994,NaN,NaN,"42,68"
4216110000,4936,A,2021-05-17 00:00:00,1981,B,ROBIN 371994,,"42,68",
4216110000,5002,BLU05,2021-06-15 00:00:00,1194,B,ROBIN 375274,NaN,NaN,"13,88"
4216110000,4979,A,2021-06-14 00:00:00,1991,B,ROBIN 375274,,"13,88",
4216110000,,,,,,Compte soldé,"86,68","86,68",NaN
4216110000,4729,BLU05,2021-01-25 00:00:00,1122,B,SOCOMA 21/0290,"39,64",NaN,"39,64"
4216110000,4700,A,2021-01-16 00:00:00,1906,B,SOCOMA 21/0290,,"39,64",
4216110000,,,,,,Compte soldé,"39,64","39,64",NaN
4216110000,4725,BLU05,2021-01-18 00:00:00,1118,B,TANGO 2744415201201 12/2020,"2,14",NaN,"2,14"
4216110000,4704,A,2021-01-09 00:00:00,1910,B,TANGO 2744415201201 12/2020,,"2,14",
4216110000,4794,BLU05,2021-02-13 00:00:00,1135,B,Tango 2745515 01/2021,"116,00",NaN,"116,00"
4216110000,4770,A,2021-02-08 00:00:00,1925,B,Tango 2745515 01/2021,,"116,00",
4216110000,4844,BLU05,2021-03-15 00:00:00,1150,B,TANGO 27455115210201,"116,00",NaN,"116,00"
4216110000,4824,A,2021-03-08 00:00:00,1938,B,TANGO 27455115210201,,"116,00",
4216110000,4894,BLU05,2021-04-21 00:00:00,1166,B,TANGO 03/2021 27455115210301,"130,07",NaN,"130,07"
4216110000,4877,A,2021-04-11 00:00:00,1956,B,TANGO 03/2021 27455115210301,,"130,07",
4216110000,4947,BLU05,2021-05-12 00:00:00,1177,B,TANGO 27455115210401,"130,72",NaN,"130,72"
4216110000,4930,A,2021-05-08 00:00:00,1975,B,TANGO 27455115210401,,"130,72",
4216110000,5002,BLU05,2021-06-15 00:00:00,1194,B,TANGO 27455115210501,"130,72",NaN,"130,72"
4216110000,4980,A,2021-06-05 00:00:00,1992,B,TANGO 27455115210501,,"130,72",
4216110000,,,,,,Compte soldé,"625,65","625,65",NaN
4216110000,4786,BLU05,2021-02-02 00:00:00,1127,B,VISA RBMNT PART PRIVE 23.01.20...,NaN,"100,00","-100,00"
4216110000,4795,BLU05,2021-02-16 00:00:00,1136,B,VISA,"312,08",NaN,"212,08"
4216110000,4778,A,2021-01-23 00:00:00,1933,B,VISA Tafa 23.01.2021 Batiself+...,NaN,"237,06","-24,98"
4216110000,4779,A,2021-01-23 00:00:00,1934,B,VISA Neisius globus 23.01.,NaN,"75,02","-100,00"
4216110000,4802,CA,2021-02-28 00:00:00,31,B,VISA RBMNT PART PRIVE 23.01.20...,"100,00","100,00",
4216110000,4848,BLU05,2021-03-26 00:00:00,1154,B,VISA PART PRIVEE,NaN,"82,23","-82,23"
4216110000,4903,A,2021-03-31 00:00:00,1967,B,VISA PART PRIVEE,,"-82,23",
4216110000,4893,BLU05,2021-04-20 00:00:00,1165,B,VISA,"564,80",NaN,"564,80"
4216110000,4875,A,2021-03-20 00:00:00,1954,B,VISA NEISIUS P. 20.03.2021,NaN,"404,70","160,10"
4216110000,4876,A,2021-03-20 00:00:00,1955,B,VISA TAFA 20.03.2021,,"160,10",
4216110000,4948,BLU05,2021-05-17 00:00:00,1178,B,VISA TAFA,"82,23",NaN,"82,23"
4216110000,4948,BLU05,2021-05-17 00:00:00,1178,B,VISA PATRICIA,"293,30",NaN,"375,53"
4216110000,4928,A,2021-04-24 00:00:00,1973,B,VISA TAFA,NaN,"82,23","293,30"
4216110000,4929,A,2021-04-24 00:00:00,1974,B,VISA PATRICIA,,"293,30",
4216110000,5001,BLU05,2021-06-14 00:00:00,1193,B,VISA,"105,76",NaN,"105,76"
4216110000,5001,BLU05,2021-06-14 00:00:00,1193,B,VISA,"88,60",NaN,"194,36"
4216110000,4984,A,2021-05-22 00:00:00,1996,B,VISA,NaN,"105,76","88,60"
4216110000,4985,A,2021-05-22 00:00:00,1997,B,VISA,,"88,60",
4216110000,,,,,,Compte soldé,"1 546,77","1 546,77",NaN
4216110000,5015,AN,2021-01-01 00:00:00,40,S,WASSA 8301509971,NaN,"872,61","-872,61"
4216110000,5015,AN,2021-01-01 00:00:00,40,S,WASSA,"20,00",NaN,"-852,61"
4216110000,5015,AN,2021-01-01 00:00:00,40,S,WASSA 8301515209,NaN,"104,44","-957,05"
4216110000,5015,AN,2021-01-01 00:00:00,40,S,WASSA 8301513943,NaN,"319,00","-1 276,05"
4216110000,5015,AN,2021-01-01 00:00:00,40,S,WASSA 8301513443,NaN,"146,75","-1 422,80"
4216110000,5015,AN,2021-01-01 00:00:00,40,S,WASSA 8301511518,NaN,"166,45","-1 589,25"
4216110000,4722,BLU05,2021-01-11 00:00:00,1115,B,830150997-8301503684,"852,90",NaN,"-736,35"
4216110000,4723,BLU05,2021-01-12 00:00:00,1116,B,WASSA 8301513943,"319,00",NaN,"-417,35"
4216110000,4725,BLU05,2021-01-18 00:00:00,1118,B,WASSA 8301511518,"166,45",NaN,"-250,90"
4216110000,4729,BLU05,2021-01-25 00:00:00,1122,B,8301513443-9300301904,"142,14",NaN,"-108,76"
4216110000,4690,A,2021-01-31 00:00:00,1899,B,WASSA 8301523165,NaN,"741,57","-850,33"
4216110000,4693,A,2021-01-25 00:00:00,1900,B,WASSA 8301521037 458.36,NaN,"435,44","-1 285,77"
4216110000,4694,A,2021-01-18 00:00:00,1901,B,WASSA 8301519343 3389.44,NaN,"3 219,97","-4 505,74"
4216110000,4695,A,2021-01-11 00:00:00,1902,B,WASSA 8301517640 2342.10,NaN,"2 224,99","-6 730,73"
4216110000,4691,CA,2021-01-07 00:00:00,25,B,WASSA 9300301747,"438,50",NaN,"-6 292,23"
4216110000,4692,CA,2021-01-07 00:00:00,26,B,WASSA 9300301748,"1 831,80",NaN,"-4 460,43"
4216110000,4696,CA,2021-01-11 00:00:00,27,B,WASSA 9300301904,"4,61",NaN,"-4 455,82"
4216110000,4787,BLU05,2021-02-04 00:00:00,1128,B,8301515209-9300302125,"99,90",NaN,"-4 355,92"
4216110000,4799,BLU05,2021-02-22 00:00:00,1140,B,8301517640-9300301747,"1 786,49",NaN,"-2 569,43"
4216110000,4766,A,2021-02-22 00:00:00,1922,B,WASSA 8301528807,NaN,"211,35","-2 780,78"
4216110000,4767,A,2021-02-15 00:00:00,1923,B,WASSA 8301527022,NaN,"1 118,24","-3 899,02"
4216110000,4768,A,2021-02-08 00:00:00,1924,B,WASSA 8301525013,NaN,"454,72","-4 353,74"
4216110000,4841,BLU05,2021-03-10 00:00:00,1147,B,8301521037,"458,36",NaN,"-3 895,38"
4216110000,4841,BLU05,2021-03-10 00:00:00,1147,B,W8301519343-9300301748,"1 557,64",NaN,"-2 337,74"
4216110000,4844,BLU05,2021-03-15 00:00:00,1150,B,830151523165,"741,57",NaN,"-1 596,17"
4216110000,4847,BLU05,2021-03-24 00:00:00,1153,B,8301525013,"454,72",NaN,"-1 141,45"
4216110000,4829,A,2021-03-29 00:00:00,1943,B,WASSA 8301538481 1155.97,NaN,"1 098,17","-2 239,62"
4216110000,4830,A,2021-03-22 00:00:00,1944,B,WASSA 8301536922 219.95,NaN,"208,95","-2 448,57"
4216110000,4831,A,2021-02-28 00:00:00,1945,B,WASSA 8301531102 245.29,NaN,"233,03","-2 681,60"
4216110000,4832,A,2021-03-15 00:00:00,1946,B,WASSA 8301535009 730.56,NaN,"694,03","-3 375,63"
4216110000,4833,A,2021-03-08 00:00:00,1947,B,WASSA 8301532985 901.12,NaN,"856,06","-4 231,69"
4216110000,4851,BLU05,2021-03-31 00:00:00,1157,B,8301527022,"1 118,24",NaN,"-3 113,45"
4216110000,4887,BLU05,2021-04-06 00:00:00,1159,B,8301528807-SKON.1037,"188,43",NaN,"-2 925,02"
4216110000,4890,BLU05,2021-04-12 00:00:00,1162,B,8301531102,"233,03",NaN,"-2 691,99"
4216110000,4893,BLU05,2021-04-20 00:00:00,1165,B,8301532985,"856,06",NaN,"-1 835,93"
4216110000,4896,BLU05,2021-04-26 00:00:00,1168,B,WASSA 8301535009,"694,03",NaN,"-1 141,90"
4216110000,4869,A,2021-04-30 00:00:00,1948,B,WASSA 8301548992 1206.11,NaN,"1 145,80","-2 287,70"
4216110000,4870,A,2021-04-30 00:00:00,1949,B,WASSA 8301546474 2520.78,NaN,"2 394,74","-4 682,44"
4216110000,4871,A,2021-04-19 00:00:00,1950,B,WASSA 8301544621 143.75,NaN,"136,56","-4 819,00"
4216110000,4872,A,2021-04-19 00:00:00,1951,B,WASSA 8301542487 2458.48,NaN,"2 335,56","-7 154,56"
4216110000,4873,A,2021-04-19 00:00:00,1952,B,WASSA 8301540696 922.81,NaN,"876,67","-8 031,23"
4216110000,4769,CA,2021-01-18 00:00:00,30,B,WASSA 9300302125,"4,54",NaN,"-8 026,69"
4216110000,4904,OD,2021-04-30 00:00:00,274,B,WASSA,NaN,"22,92","-8 049,61"
4216110000,4905,OD,2021-04-30 00:00:00,275,B,WASSA,"34,04",NaN,"-8 015,57"
4216110000,4943,BLU05,2021-05-05 00:00:00,1173,B,WASSA 8301536922 219.95,"208,95",NaN,"-7 806,62"
4216110000,4945,BLU05,2021-05-10 00:00:00,1175,B,WASSA 8301540696 922.81,"876,67",NaN,"-6 929,95"
4216110000,4945,BLU05,2021-05-10 00:00:00,1175,B,WASSA 9300305211 64.98,NaN,"68,40","-6 998,35"
4216110000,4945,BLU05,2021-05-10 00:00:00,1175,B,WASSA 8301538481 1155.97,"1 098,17",NaN,"-5 900,18"
4216110000,4945,BLU05,2021-05-10 00:00:00,1175,B,WASSA 9300305547 85.17,NaN,"89,65","-5 989,83"
4216110000,4953,BLU05,2021-05-25 00:00:00,1182,B,WASSA 8301542487 2458.48,"2 335,56",NaN,"-3 654,27"
4216110000,4921,A,2021-05-31 00:00:00,1968,B,WASSA 8301556965 293.95,NaN,"279,25","-3 933,52"
4216110000,4922,A,2021-05-25 00:00:00,1969,B,WASSA 8301554635 2299.84,NaN,"2 184,85","-6 118,37"
4216110000,4923,A,2021-05-17 00:00:00,1970,B,WASSA 8301552875 1232.65,NaN,"1 171,02","-7 289,39"
4216110000,4924,A,2021-05-10 00:00:00,1971,B,WASSA 8301550960 190.90,NaN,"181,35","-7 470,74"
4216110000,4956,BLU05,2021-05-31 00:00:00,1185,B,WASSA 8301544621 143.75,"136,56",NaN,"-7 334,18"
4216110000,4925,CA,2021-04-30 00:00:00,32,B,WASSA 9300305547 85.17,"89,65",NaN,"-7 244,53"
4216110000,4926,CA,2021-04-30 00:00:00,33,B,WASSA 9300305211 64.98,"68,40",NaN,"-7 176,13"
4216110000,4996,BLU05,2021-06-07 00:00:00,1189,B,WASSA 8301546474 2520.78,"2 394,74",NaN,"-4 781,39"
4216110000,5001,BLU05,2021-06-14 00:00:00,1193,B,WASSA 8301548992 1206.11,"1 145,80",NaN,"-3 635,59"
4216110000,5004,BLU05,2021-06-21 00:00:00,1196,B,WASSA 8301550960 190.90,"181,35",NaN,"-3 454,24"
4216110000,5007,BLU05,2021-06-28 00:00:00,1199,B,WASSA 8301552875 1232.65,"1 171,02",NaN,"-2 283,22"
4216110000,4977,A,2021-06-30 00:00:00,1989,B,WASSA 8301564724 1546.51,NaN,"1 469,18","-3 752,40"
4216110000,,,,,,Solde compte créditeur,"21 709,32","25 461,72","-3 752,40"
4216110000,4731,BLU05,2021-01-28 00:00:00,1124,B,WEDO.LU,"128,70",NaN,"128,70"
4216110000,4716,A,2021-01-28 00:00:00,1915,B,WEDO.LU,,"128,70",
4216110000,,,,,,Compte soldé,"128,70","128,70",NaN
4216110000,5015,AN,2021-01-01 00:00:00,40,S,WORLDLINE 2200625271,NaN,"21,01","-21,01"
4216110000,4727,BLU05,2021-01-21 00:00:00,1120,B,WORLDLINE 2201059372,"21,01","21,01",
4216110000,4797,BLU05,2021-02-18 00:00:00,1138,B,WORLDLINE,"21,01",NaN,"21,01"
4216110000,4845,BLU05,2021-03-18 00:00:00,1151,B,WORLDLINE,"21,19",NaN,"42,20"
4216110000,4823,A,2021-03-10 00:00:00,1937,B,WORLDLINE 2210240035,NaN,"21,19","21,01"
4216110000,4890,BLU05,2021-04-12 00:00:00,1162,B,WORLDLINE 2210240035,"21,19",NaN,"42,20"
4216110000,4880,A,2021-04-13 00:00:00,1959,B,WORLDLINE 03/2021 2210319168,NaN,"21,19","21,01"
4216110000,4932,A,2021-05-12 00:00:00,1977,B,WORLDLINE 2210403287,NaN,"21,19","-0,18"
4216110000,5013,A,2021-05-31 00:00:00,2004,B,WORLDLINE,NaN,"21,01","-21,19"
4216110000,4956,BLU05,2021-05-31 00:00:00,1185,B,WORLDLINE,"21,19","21,19",
4216110000,5006,BLU05,2021-06-24 00:00:00,1198,B,WORLDLINE,"21,19",NaN,"21,19"
4216110000,4986,A,2021-06-11 00:00:00,1998,B,WORLDLINE,,"21,19",
4216110000,,,,,,Compte soldé,"126,78","126,78",NaN
4216110000,4720,BLU05,2021-01-05 00:00:00,1113,B,ZINNEN,"350,00",NaN,"350,00"
4216110000,4718,A,2021-01-05 00:00:00,1917,B,ZINNEN,,"350,00",
4216110000,,,,,,Compte soldé,"350,00","350,00",NaN
4612320000,4841,BLU05,2021-03-10 00:00:00,1147,B,Impôt / fortune – dette fiscal...,"133,75",NaN,"133,75"
4612320000,4841,BLU05,2021-03-10 00:00:00,1147,B,Impôt / fortune – dette fiscal...,"133,75",NaN,"267,50"
4612320000,4891,BLU05,2021-04-14 00:00:00,1163,B,EXTR. I/REV.2020,NaN,NaN,"267,50"
4612320000,4891,BLU05,2021-04-14 00:00:00,1163,B,EXTR. I/FORT.2021,NaN,"133,75","-133,75"
4612320000,4998,BLU05,2021-06-10 00:00:00,1191,B,Impôt / fortune – dette fiscal...,"133,75","133,75",
4612320000,4998,BLU05,2021-06-10 00:00:00,1191,B,Impôt / fortune – dette fiscal...,"133,75",NaN,"133,75"
4612320000,,,,,,Solde compte débiteur,"535,00","401,25","133,75"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) SAL 07/2015,"350,00",NaN,"350,00"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) SAL 07/2015,NaN,"3 266,30","-2 916,30"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 08/2015,"350,00",NaN,"-2 566,30"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 08/2015,NaN,"2 922,10","-5 488,40"
